модель,цена,фото,описание
Chevrolet Lacetti,$ 2 900,https://im.mashina.kg/tachka/images//b/9/3/b93dd61ce4f8decf2034cdd1c84642c0_240x180.jpg,"2010 г., 1.6 л., механика                     универсал, бензин              руль слева, 220 852 км"
Chevrolet Epica,$ 4 363,https://im.mashina.kg/tachka/images//9/8/2/9825879d46a4bf48813aa53c3b06348e_240x180.jpg,"2006 г., 2.5 л., автомат                     седан, бензин              руль слева, 280 000 км"
Chevrolet Cruze,$ 5 307,https://im.mashina.kg/tachka/images//b/c/2/bc2b72502f24458045b524c83340dfa9_240x180.jpg,"2011 г., 1.6 л., механика                     седан, бензин              руль слева"
Chevrolet Cobalt,$ 5 000,фото не было загружено,"2021 г., 1.5 л., механика                     седан, бензин              руль справа, 220 000 км"
Chevrolet Lacetti,$ 4 245,https://im.mashina.kg/tachka/images//1/e/0/1e0f1297e44eb07957bdac8c0f58dca1_240x180.jpg,"2006 г., 1.6 л., механика                     хэтчбек 5 дв., бензин              руль слева, 180 000 км"
Chevrolet Matiz,$ 3 300,https://im.mashina.kg/tachka/images//9/b/5/9b5b701f759039ba21746d572704493e_240x180.jpg,"2006 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева"
Chevrolet Cobalt,$ 4 953,https://im.mashina.kg/tachka/images//4/8/5/485a86d31e44a8db846d69499b4668f9_240x180.jpg,"2014 г., 1.5 л., механика                     седан, бензин              руль слева, 124 538 км"
Chevrolet Lacetti,$ 4 599,https://im.mashina.kg/tachka/images//7/3/3/733752022ff139f7ff62e62b98ec25a2_240x180.jpg,"2006 г., 1.6 л., механика                     универсал, бензин              руль слева, 170 000 км"
Chevrolet Spark,$ 3 302,https://im.mashina.kg/tachka/images//c/1/8/c183cb4a52c98f12b362d49e593beb98_240x180.jpg,"2006 г., 0.8 л., механика                     хэтчбек 5 дв., бензин              руль слева"
Chevrolet Lacetti,$ 3 900,https://im.mashina.kg/tachka/images//d/7/d/d7d1228e96e8958c232940eb5422862e_240x180.jpg,"2009 г., 1.6 л., механика                     хэтчбек 5 дв., бензин              руль слева, 110 000 км"
Chevrolet Captiva,$ 8 500,https://im.mashina.kg/tachka/images//0/5/6/0569ff4df4cf9ae0e669ebfe53c72055_240x180.jpg,"2007 г., 2 л., механика                     внедорожник 5 дв., дизель              руль слева, 217 000 км"
Chevrolet Spark,$ 3 538,https://im.mashina.kg/tachka/images//8/f/f/8ffc63454484c5ba5bac8c12a89940f3_240x180.jpg,"2005 г., 0.8 л., механика                     хэтчбек 5 дв., бензин              руль слева, 108 996 км"
Chevrolet Cruze,$ 6 000,https://im.mashina.kg/tachka/images//1/5/4/15456de29364017d5746df0bc764733e_240x180.jpg,"2012 г., 1.6 л., автомат                     седан, бензин              руль слева, 205 000 км"
Chevrolet Matiz,$ 3 538,https://im.mashina.kg/tachka/images//c/7/1/c713024684561e4e0150b4172649c41e_240x180.jpg,"2009 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева"
Chevrolet Captiva,$ 15 000,https://im.mashina.kg/tachka/images//8/e/b/8ebd6bbcf6a3f2157effb5010f343996_240x180.jpg,"2015 г., 2 л., автомат                     внедорожник 5 дв., дизель              руль слева, 109 000 км"
Chevrolet Lacetti,$ 4 000,https://im.mashina.kg/tachka/images//4/1/e/41ebdb75a7782f3e1e36e068464f4692_240x180.jpg,"2008 г., 1.6 л., механика                     седан, бензин              руль слева"
Chevrolet Spark,$ 6 800,https://im.mashina.kg/tachka/images//e/8/b/e8b969b6c54cc58df1e8fe63fddf51f5_240x180.jpg,"2015 г., 0.8 л., автомат                     хэтчбек 5 дв., бензин              руль слева"
Chevrolet Lacetti,$ 3 892,https://im.mashina.kg/tachka/images//b/f/f/bffe4fcdf2a6792fa4746b6056da040e_240x180.jpg,"2005 г., 1.8 л., автомат                     универсал, бензин              руль слева, 250 000 км"
Chevrolet Lacetti,$ 3 600,https://im.mashina.kg/tachka/images//d/3/1/d31441ffee14cc3a4859c11047c831d5_240x180.jpg,"2006 г., 1.6 л., автомат                     седан, бензин              руль слева"
Chevrolet Lanos,$ 1 533,https://im.mashina.kg/tachka/images//8/9/b/89bfb58697d11c447ce059e14311f3a4_240x180.jpg,"2006 г., 1.5 л., механика                     седан, бензин              руль слева"
Chevrolet Captiva,$ 7 500,https://im.mashina.kg/tachka/images//5/f/0/5f0adc2ade490816349c4ea22b8cc7c3_240x180.jpg,"2008 г., 3.2 л., автомат                     внедорожник 5 дв., бензин              руль слева"
Chevrolet Lacetti,$ 3 300,https://im.mashina.kg/tachka/images//0/9/6/0964d3f57c33fd057886df51b274bc3e_240x180.jpg,"2006 г., 1.6 л., механика                     седан, бензин              руль слева, 343 000 км"
Chevrolet Aveo,$ 4 100,https://im.mashina.kg/tachka/images//0/3/0/0307113b0d565dd3cb3731e21b41fa1a_240x180.jpg,"2010 г., 1.4 л., механика                     седан, бензин              руль слева, 150 000 км"
Chevrolet Spark,$ 7 000,https://im.mashina.kg/tachka/images//4/1/5/41536cca4b43411e1ae27bdb8a0de1fb_240x180.jpg,"2015 г., 1.2 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 33 000 км"
Chevrolet Sonic,$ 6 500,https://im.mashina.kg/tachka/images//c/6/8/c683eca23cf2557cf8cc467a0a9f746f_240x180.jpg,"2015 г., 1.4 л., механика                     хэтчбек 5 дв., бензин              руль слева, 64 000 км"
Chevrolet Matiz,$ 4 100,https://im.mashina.kg/tachka/images//c/4/3/c436ad4ca17c067ffff8ae8187c20fd8_240x180.jpg,"2008 г., 1 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 130 000 км"
Chevrolet Spark,$ 5 400,https://im.mashina.kg/tachka/images//6/2/d/62dfd15e151daa2d093d9af5771aed00_240x180.jpg,"2011 г., 1 л., механика                     хэтчбек 5 дв., бензин              руль слева, 140 000 км"
Chevrolet Lacetti,$ 3 538,https://im.mashina.kg/tachka/images//1/d/c/1dc8e7c250561827fea2ec071e179cfe_240x180.jpg,"2004 г., 1.8 л., механика                     хэтчбек 5 дв., бензин              руль слева, 35 700 км"
Chevrolet Orlando,$ 9 434,https://im.mashina.kg/tachka/images//e/f/3/ef3b12a107e61fcf2ef51ce37bb8d67a_240x180.jpg,"2012 г., 1.8 л., механика                     минивэн, бензин              руль слева, 151 250 км"
Chevrolet Epica,$ 6 300,https://im.mashina.kg/tachka/images//c/4/0/c407456a5438c55dab431a257e252ba4_240x180.jpg,"2012 г., 2 л., автомат                     седан, бензин              руль слева, 270 000 км"
Chevrolet Cruze,$ 4 953,https://im.mashina.kg/tachka/images//a/9/f/a9f28fc21c97d1ca1bcaaecbf8a1f3a2_240x180.jpg,"2011 г., 1.6 л., механика                     седан, бензин              руль слева, 340 000 км"
Chevrolet Tracker,$ 14 300,https://im.mashina.kg/tachka/images//0/f/7/0f71173533343b6e70c979e14eb3623a_240x180.jpg,"2019 г., 1.4 л., автомат                     внедорожник 5 дв., бензин              руль слева, 6 000 км"
Chevrolet Niva,$ 4 009,https://im.mashina.kg/tachka/images//1/e/f/1ef9d6186afcba6d381334d19104069c_240x180.jpg,"2009 г., 1.7 л., механика                     внедорожник 5 дв., бензин              руль слева, 180 000 км"
Chevrolet Spark,$ 5 660,https://im.mashina.kg/tachka/images//3/f/4/3f45aabb698660e81730be259525aa68_240x180.jpg,"2012 г., 1 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 105 000 км"
Chevrolet Matiz,$ 3 538,https://im.mashina.kg/tachka/images//d/e/b/deb16d2903b1660296f14bd057e05ec4_240x180.jpg,"2005 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева"
Chevrolet Matiz,$ 3 420,https://im.mashina.kg/tachka/images//d/8/8/d88456750c9562a3b72eb17e8a02866a_240x180.jpg,"2008 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 220 000 км"
Chevrolet Aveo,$ 3 538,https://im.mashina.kg/tachka/images//1/6/8/168b78712224f953c778445ff7bb1359_240x180.jpg,"2007 г., 1.2 л., механика                     седан, бензин              руль слева, 223 000 км"
Chevrolet Lacetti,$ 3 420,https://im.mashina.kg/tachka/images//1/b/d/1bdfb4e03262c2bae83cd96ccff98058_240x180.jpg,"2005 г., 1.6 л., механика                     седан, бензин              руль слева"
Chevrolet Lacetti,$ 4 127,https://im.mashina.kg/tachka/images//d/a/0/da00320643d173c153f3b454e92b51f1_240x180.jpg,"2007 г., 1.6 л., механика                     хэтчбек 5 дв., бензин              руль слева, 190 000 км"
Chevrolet Matiz,$ 3 538,https://im.mashina.kg/tachka/images//c/e/b/ceb142a0a3c02c122ff1a029ea3d7411_240x180.jpg,"2007 г., 1 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 131 000 км"
Chevrolet Aveo,$ 4 127,https://im.mashina.kg/tachka/images//a/a/c/aac251922ff517a5a8789f9147c4d013_240x180.jpg,"2008 г., 1.4 л., механика                     хэтчбек 5 дв., бензин              руль слева, 100 000 км"
Chevrolet Lacetti,$ 5 130,https://im.mashina.kg/tachka/images//3/2/7/3278482c8b0ede5e14c234b89b6d60b3_240x180.jpg,"2008 г., 1.8 л., автомат                     универсал, бензин              руль слева, 200 000 км"
Chevrolet Nubira,$ 5 130,https://im.mashina.kg/tachka/images//3/6/d/36d1334ff9b99cd1222d9d65fa9a64d9_240x180.jpg,"2004 г., 1.8 л., автомат                     универсал, бензин              руль слева, 200 000 км"
Chevrolet Camaro,$ 25 000,https://im.mashina.kg/tachka/images//5/c/9/5c92827fdde95ccfe28f169fc034f0a9_240x180.jpg,"2013 г., 3.6 л., автомат                     купе, бензин              руль слева, 100 000 км"
Chevrolet Lanos,$ 1 415,https://im.mashina.kg/tachka/images//4/3/f/43f35fe7abadab9f150d8f7c9dc57ec5_240x180.jpg,"2002 г., 1.5 л., механика                     седан, бензин              руль слева"
Chevrolet Spark,$ 3 538,https://im.mashina.kg/tachka/images//f/2/3/f2387d435370205feb4b1de22121faf9_240x180.jpg,"2006 г., 0.8 л., механика                     хэтчбек 5 дв., бензин              руль слева"
Chevrolet Spark,$ 5 778,https://im.mashina.kg/tachka/images//3/4/3/3433afeb768f8cb937207ca826d4c8e4_240x180.jpg,"2012 г., 1 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 130 971 км"
Chevrolet Tahoe,$ 1 179,https://im.mashina.kg/tachka/images//9/6/f/96f81685eed640f6920050cdf4699c75_240x180.jpg,"1996 г., 5.7 л., механика                     внедорожник 3 дв., бензин              руль слева"
Chevrolet Matiz,$ 3 538,фото не было загружено,"2007 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 206 100 км"
Chevrolet Suburban,$ 25 000,https://im.mashina.kg/tachka/images//d/e/d/ded06755be82479705940afbdef0adea_240x180.jpg,"2009 г., 6 л., автомат                     внедорожник 5 дв., бензин              руль слева, 177 000 км"
Chevrolet Aveo,$ 4 000,https://im.mashina.kg/tachka/images//a/6/c/a6c49943bd35f084a961a309395e6b52_240x180.jpg,"2008 г., 1.4 л., механика                     хэтчбек 5 дв., бензин              руль слева, 162 000 км"
Chevrolet Lacetti,$ 4 363,https://im.mashina.kg/tachka/images//0/8/3/083993de9e4c6a5b4879be4ca7e99926_240x180.jpg,"2007 г., 1.6 л., автомат                     седан, бензин              руль слева, 260 000 км"
Chevrolet Niva,$ 3 538,https://im.mashina.kg/tachka/images//c/9/3/c9300c23f7308e707edb48fc8035fc3d_240x180.jpg,"2004 г., 1.7 л., механика                     внедорожник 5 дв., бензин              руль слева, 250 000 км"
Chevrolet Spark,$ 6 368,фото не было загружено,"2013 г., 1 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 90 000 км"
Chevrolet Aveo,$ 3 892,https://im.mashina.kg/tachka/images//7/3/1/731c25f0c1efc2c9525ad5b5e7d02dd3_240x180.jpg,"2009 г., 1.2 л., механика                     хэтчбек 5 дв., бензин              руль слева, 236 500 км"
Chevrolet Malibu,$ 11 900,https://im.mashina.kg/tachka/images//b/4/f/b4fa56b73c417600f58b07bc7a9dca61_240x180.jpg,"2015 г., 1.5 л., автомат                     седан, бензин              руль слева, 197 949 км"
Chevrolet Epica,$ 7 000,https://im.mashina.kg/tachka/images//a/4/2/a425f02dd83b77048cd98f8f4ed8a70f_240x180.jpg,"2008 г., 2.5 л., автомат                     седан, бензин              руль слева, 118 000 км"
Chevrolet Cruze,$ 5 896,https://im.mashina.kg/tachka/images//1/a/e/1ae646d7954a0ce61338be950814eb54_240x180.jpg,"2012 г., 1.8 л., автомат                     седан, бензин              руль слева, 156 506 км"
Chevrolet Lacetti,$ 4 599,фото не было загружено,"2004 г., 1.6 л., механика                     седан, бензин              руль слева"
Chevrolet Spark,$ 5 660,https://im.mashina.kg/tachka/images//0/d/5/0d5452a4ef91e5032c97a1fc2cb03afb_240x180.jpg,"2012 г., 1 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 114 265 км"
Chevrolet Epica,$ 5 700,https://im.mashina.kg/tachka/images//2/5/1/2511f7f94517ae3b323d3f1847274ec1_240x180.jpg,"2008 г., 2 л., автомат                     седан, бензин              руль слева, 320 000 км"
Chevrolet Lanos,$ 1 828,https://im.mashina.kg/tachka/images//d/b/1/db168ac045527c06208fcf698fa00094_240x180.jpg,"2008 г., 1.5 л., механика                     седан, бензин              руль слева, 335 900 км"
Chevrolet Niva,$ 4 100,https://im.mashina.kg/tachka/images//5/9/3/593eb591998808cd68fbd0bcc209339c_240x180.jpg,"2005 г., 1.7 л., механика                     внедорожник 5 дв., бензин              руль слева, 195 000 км"
Chevrolet Cruze,$ 5 660,https://im.mashina.kg/tachka/images//2/e/b/2eb5a6c211606c6bb87a4f942b76049c_240x180.jpg,"2010 г., 1.6 л., механика                     седан, бензин              руль слева, 250 000 км"
Chevrolet Lacetti,$ 3 774,https://im.mashina.kg/tachka/images//9/6/6/966ff954ce52ca064c23f638e919b402_240x180.jpg,"2008 г., 1.6 л., автомат                     седан, бензин              руль слева"
Chevrolet Lacetti,$ 3 538,https://im.mashina.kg/tachka/images//4/2/d/42d850ec2194858cf714370a878f3bfa_240x180.jpg,"2011 г., 1.6 л., механика                     хэтчбек 5 дв., бензин              руль слева, 288 000 км"
Chevrolet Spark,$ 7 000,https://im.mashina.kg/tachka/images//6/8/6/686236f24afaa51f93b35bcf7edbdcbd_240x180.jpg,"2016 г., 0.8 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 145 000 км"
Chevrolet Suburban,$ 15 500,https://im.mashina.kg/tachka/images//1/e/b/1eb8a59909fb8af335dc99778e25e4f3_240x180.jpg,"2007 г., 5.3 л., автомат                     внедорожник 5 дв., бензин              руль слева, 140 000 км"
Chevrolet Cobalt,$ 5 000,https://im.mashina.kg/tachka/images//0/b/2/0b27c30550d3d05bc254f667e612d3aa_240x180.jpg,"2013 г., 1.5 л., механика                     седан, бензин              руль слева, 240 000 км"
Chevrolet Lacetti,$ 4 481,https://im.mashina.kg/tachka/images//a/a/e/aaee2689d60576ac7b69af75f0a904d9_240x180.jpg,"2007 г., 1.4 л., механика                     седан, бензин              руль слева, 327 960 км"
Chevrolet Spark,$ 5 700,https://im.mashina.kg/tachka/images//4/b/f/4bf30c523b373c44c70d70604b9affcf_240x180.jpg,"2011 г., 1 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 77 000 км"
Chevrolet Lanos,$ 1 887,https://im.mashina.kg/tachka/images//8/4/2/84258be9ea36028b5ed51c645f1eba0c_240x180.jpg,"2009 г., 1.5 л., механика                     седан, бензин              руль слева, 212 081 км"
Chevrolet Kalos,$ 2 594,https://im.mashina.kg/tachka/images//f/7/a/f7a8caf7ebba51323fc2e0c8fdcafd52_240x180.jpg,"2006 г., 1.2 л., механика                     хэтчбек 5 дв., бензин              руль слева, 325 327 км"
Chevrolet Malibu,$ 16 200,https://im.mashina.kg/tachka/images//f/f/8/ff8fb4dacb497c2162f211f9ce784d7a_240x180.jpg,"2017 г., 2 л., автомат                     седан, бензин              руль слева, 57 000 км"
Chevrolet Spark,$ 3 600,https://im.mashina.kg/tachka/images//7/8/4/7847db292f9a97fe4f03d59681ebcba4_240x180.jpg,"2007 г., 0.8 л., механика                     хэтчбек 5 дв., бензин              руль слева, 134 000 км"
Chevrolet TrailBlazer,$ 7 600,https://im.mashina.kg/tachka/images//a/6/5/a65f8569c37638a557339144b1b964a1_240x180.jpg,"2004 г., 4.2 л., автомат                     внедорожник 5 дв., бензин              руль слева"
Chevrolet Lanos,$ 2 064,https://im.mashina.kg/tachka/images//8/0/b/80ba7f61ff0a002b0553f23228ccd9e0_240x180.jpg,"2008 г., 1.5 л., механика                     седан, бензин              руль слева"
Chevrolet Malibu,$ 9 670,https://im.mashina.kg/tachka/images//8/6/2/862a3095c7b276accc88a52db42bfb6d_240x180.jpg,"2015 г., 2 л., автомат                     седан, бензин              руль слева, 119 000 км"
Chevrolet Lacetti,$ 2 948,https://im.mashina.kg/tachka/images//0/f/d/0fddbd877c73661ca50c11c0a35e2677_240x180.jpg,"2011 г., 1.4 л., механика                     седан, бензин              руль слева, 200 000 км"
Chevrolet Camaro,$ 22 500,https://im.mashina.kg/tachka/images//e/e/f/eef13912562796907c4e41b0390f41dc_240x180.jpg,"2011 г., 3.6 л., автомат                     купе, бензин              руль слева, 172 000 км"
Chevrolet Epica,$ 5 500,https://im.mashina.kg/tachka/images//c/9/1/c91061db2eaa0e516fba5ccddf17a62d_240x180.jpg,"2007 г., 2.5 л., автомат                     седан, бензин              руль слева"
Chevrolet Matiz,$ 3 892,https://im.mashina.kg/tachka/images//a/3/9/a3968a89b6b51deabfd1abfa0884cb89_240x180.jpg,"2009 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева"
Chevrolet Suburban,$ 17 000,https://im.mashina.kg/tachka/images//1/6/4/16406446b78406cdb5a00041cfef54d1_240x180.jpg,"2010 г., 5.3 л., автомат                     внедорожник 5 дв., бензин              руль слева, 328 000 км"
Chevrolet Lanos,$ 1 415,https://im.mashina.kg/tachka/images//6/2/a/62a4fde0b1d10df17643e9dad6a0fdfa_240x180.jpg,"2005 г., 1.5 л., механика                     седан, бензин              руль слева"
Chevrolet TrailBlazer,$ 10 000,https://im.mashina.kg/tachka/images//3/c/e/3ce3ab2235a40c136c81171580dffe95_240x180.jpg,"2007 г., 4.2 л., автомат                     внедорожник 5 дв., бензин              руль слева, 150 000 км"
Chevrolet Spark,$ 5 012,https://im.mashina.kg/tachka/images//4/9/6/4965da7b21e9cfdb257700553720ee7e_240x180.jpg,"2011 г., 1 л., механика                     хэтчбек 5 дв., бензин              руль слева, 285 000 км"
Chevrolet Lacetti,$ 3 361,https://im.mashina.kg/tachka/images//e/a/e/eae37f3b09dc3983128c77a07d647c04_240x180.jpg,"2007 г., 1.6 л., механика                     седан, бензин              руль слева"
Chevrolet Aveo,$ 3 125,https://im.mashina.kg/tachka/images//1/7/7/1779b953d13788fc7f915202ba45b491_240x180.jpg,"2004 г., 1.4 л., механика                     седан, бензин              руль слева, 250 000 км"
Chevrolet Lacetti,$ 4 363,https://im.mashina.kg/tachka/images//e/d/e/edeb21779a65076c5b515a169ea01a13_240x180.jpg,"2012 г., 1.6 л., механика                     седан, бензин              руль слева, 150 000 км"
Chevrolet Blazer,$ 5 999,https://im.mashina.kg/tachka/images//b/6/1/b6182c5b3ad855d37bd9340c52cbf55a_240x180.jpg,"1997 г., 4.3 л., автомат                     внедорожник 5 дв., бензин              руль слева, 180 000 км"
Chevrolet Matiz,$ 3 656,https://im.mashina.kg/tachka/images//f/3/4/f3465b9d006dbae511f646fbc55d7fa7_240x180.jpg,"2009 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 276 000 км"
Chevrolet Aveo,$ 3 538,https://im.mashina.kg/tachka/images//c/9/9/c99addb7751a94bc84f214f382338596_240x180.jpg,"2010 г., 1.4 л., механика                     седан, бензин              руль слева, 235 000 км"
Chevrolet Nexia,$ 1 828,https://im.mashina.kg/tachka/images//b/d/2/bd20bf34052a16adf109ac14a7c47b74_240x180.jpg,"2020 г., 1.5 л., механика                     седан, бензин              руль слева, 140 000 км"
Chevrolet Matiz,$ 3 550,https://im.mashina.kg/tachka/images//2/6/4/2640946e4b38684249cb1bb8b651e449_240x180.jpg,"2008 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 166 000 км"
Chevrolet Camaro,$ 28 000,https://im.mashina.kg/tachka/images//e/d/a/eda0ca90dd5742762eeebd9856b604c9_240x180.jpg,"2014 г., 3.6 л., автомат                     купе, бензин              руль слева, 81 000 км"
Chevrolet Malibu,$ 14 000,https://im.mashina.kg/tachka/images//9/9/0/99085b12d0966a5dbf1cce90ce2b033f_240x180.jpg,"2016 г., 1.5 л., автомат                     седан, бензин              руль слева, 64 473 км"
Chevrolet Lacetti,$ 4 717,https://im.mashina.kg/tachka/images//7/4/4/744e57d709bb360ff4e7a4220deced60_240x180.jpg,"2011 г., 1.6 л., механика                     универсал, бензин              руль слева"
Chevrolet Lanos,$ 1 769,https://im.mashina.kg/tachka/images//6/e/1/6e164aeff382b5c1cb9eea78c04f705f_240x180.jpg,"2006 г., 1.5 л., механика                     седан, бензин              руль слева, 206 000 км"
Chevrolet Matiz,$ 3 333,https://im.mashina.kg/tachka/images//6/5/6/6564ded00a248a9f43c8abb5e097fccc_240x180.jpg,"2010 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 175 000 км"
Chevrolet Niva,$ 3 538,https://im.mashina.kg/tachka/images//e/9/4/e947796732a4534318119d989dc2fdd0_240x180.jpg,"2004 г., 1.7 л., механика                     внедорожник 5 дв., бензин              руль слева, 180 000 км"
Chevrolet Lacetti,$ 3 800,https://im.mashina.kg/tachka/images//5/d/6/5d6772796679452dccb0f5d0a3a7ee64_240x180.jpg,"2007 г., 1.6 л., автомат                     седан, бензин              руль слева"
Chevrolet Matiz,$ 3 302,https://im.mashina.kg/tachka/images//c/b/f/cbfbf34ae58128af0156011b8a926b00_240x180.jpg,"2006 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 240 116 км"
Chevrolet Lacetti,$ 4 009,фото не было загружено,"2004 г., 1.6 л., механика                     хэтчбек 5 дв., бензин              руль справа"
Chevrolet Lacetti,$ 4 127,https://im.mashina.kg/tachka/images//1/e/c/1ecdab684a5d438c18706b953ff67034_240x180.jpg,"2010 г., 1.6 л., механика                     седан, бензин              руль слева, 15 900 км"
Chevrolet Lacetti,$ 4 245,https://im.mashina.kg/tachka/images//6/d/d/6ddbffdbfb4baa54aff6a23efe03f773_240x180.jpg,"2005 г., 1.8 л., механика                     седан, бензин              руль слева"
Chevrolet Lacetti,$ 4 245,https://im.mashina.kg/tachka/images//7/3/d/73d8c637295e5c7914f363f3555b9fa8_240x180.jpg,"2008 г., 1.6 л., автомат                     хэтчбек 5 дв., бензин              руль слева"
Chevrolet Spark,$ 6 000,https://im.mashina.kg/tachka/images//c/9/5/c95718690cd8fd0c46b280c8917c4305_240x180.jpg,"2015 г., 0.8 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 100 000 км"
Chevrolet Lacetti,$ 3 420,https://im.mashina.kg/tachka/images//3/4/c/34cd4f7730525181d5ba225327413a23_240x180.jpg,"2008 г., 1.4 л., механика                     седан, бензин              руль слева"
Chevrolet Matiz,$ 3 361,https://im.mashina.kg/tachka/images//4/9/2/4929c39cf36296760199c498ee533880_240x180.jpg,"2005 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева"
Chevrolet Niva,$ 4 717,https://im.mashina.kg/tachka/images//6/8/f/68ff5b5a1774131e0eb875085a034636_240x180.jpg,"2010 г., 1.7 л., механика                     внедорожник 5 дв., бензин              руль слева, 194 388 км"
Chevrolet Lacetti,$ 5 071,https://im.mashina.kg/tachka/images//4/e/2/4e252eb158326ba610b7412d264cde46_240x180.jpg,"2012 г., 1.4 л., механика                     седан, бензин              руль слева, 200 000 км"
Chevrolet Matiz,$ 2 712,https://im.mashina.kg/tachka/images//8/7/7/877baeb06c0b5d97654bf94825a19edb_240x180.jpg,"2007 г., 1 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 300 000 км"
Chevrolet Lacetti,$ 4 245,https://im.mashina.kg/tachka/images//3/f/e/3fee6b63635dee156240a666e0f84900_240x180.jpg,"2011 г., 1.4 л., механика                     хэтчбек 5 дв., бензин              руль слева, 120 000 км"
Chevrolet Matiz,$ 3 420,https://im.mashina.kg/tachka/images//0/5/0/0503b4b2bf83dc3f6caab277351844bf_240x180.jpg,"2008 г., 1 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 165 000 км"
Chevrolet Niva,$ 2 005,https://im.mashina.kg/tachka/images//7/e/6/7e6b66e15f709dc8ecf67dda8fecd614_240x180.jpg,"2003 г., 1.7 л., механика                     внедорожник 5 дв., бензин              руль слева"
Chevrolet Matiz,$ 3 361,https://im.mashina.kg/tachka/images//f/2/4/f249945844bf0cccd4a9db14ff9f5d30_240x180.jpg,"2007 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева"
Chevrolet Lanos,$ 1 887,https://im.mashina.kg/tachka/images//3/7/7/377569bc18a5b918021fcb35902d42de_240x180.jpg,"2007 г., 1.5 л., механика                     седан, бензин              руль слева, 230 000 км"
Chevrolet Aveo,$ 4 953,фото не было загружено,"2012 г., 1.6 л., механика                     седан, бензин              руль слева"
Chevrolet Matiz,$ 4 340,https://im.mashina.kg/tachka/images//9/b/3/9b363a85639cbaf8e9b4a997ffc9a63d_240x180.jpg,"2008 г., 1 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 190 000 км"
Chevrolet Spark,$ 3 420,https://im.mashina.kg/tachka/images//9/4/d/94d9ba6e85303f789233625d53df83fd_240x180.jpg,"2005 г., 0.8 л., механика                     хэтчбек 5 дв., бензин              руль слева"
Chevrolet Spark,$ 8 000,https://im.mashina.kg/tachka/images//5/6/5/565e6cfcfa462362fadd637550add4d1_240x180.jpg,"2018 г., 0.8 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 100 000 км"
Chevrolet Lacetti,$ 4 127,https://im.mashina.kg/tachka/images//f/9/6/f968cdf14d2300ebb1763bfb1e798f14_240x180.jpg,"2006 г., 1.6 л., механика                     седан, бензин              руль слева, 150 000 км"
Chevrolet Cobalt,$ 5 307,https://im.mashina.kg/tachka/images//7/9/e/79ef70fe0a98c52aab025b3bdb43898e_240x180.jpg,"2013 г., 1.5 л., механика                     седан, бензин              руль слева, 127 501 км"
Chevrolet Aveo,$ 3 420,https://im.mashina.kg/tachka/images//6/5/3/6538926ec59091beaf795aa6d2c6d54c_240x180.jpg,"2004 г., 1.4 л., механика                     хэтчбек 5 дв., бензин              руль слева, 211 000 км"
Chevrolet Lanos,$ 2 712,https://im.mashina.kg/tachka/images//3/3/a/33a438ece754c78e5a309bdb3c4a28f1_240x180.jpg,"2008 г., 1.5 л., механика                     седан, бензин              руль слева, 112 000 км"
Chevrolet Matiz,$ 3 538,https://im.mashina.kg/tachka/images//2/a/0/2a038aca74cbb059c17eaebad3c0439d_240x180.jpg,"2008 г., 0.8 л., механика                     хэтчбек/лифтбек, бензин              руль слева, 177 383 км"
Chevrolet Spark,$ 5 896,https://im.mashina.kg/tachka/images//8/b/e/8bef1baff8a769d30136340b66385774_240x180.jpg,"2012 г., 1 л., автомат                     хэтчбек 5 дв., бензин              руль слева, 220 000 км"
Chevrolet Cruze,$ 5 896,https://im.mashina.kg/tachka/images//b/4/5/b450c063636143f04b2a26c0713555fc_240x180.jpg,"2009 г., 1.6 л., автомат                     седан, бензин              руль слева"
